scientificName,canonicalName,aus_native
Trianthema cusackianum F.Muell.,Trianthema cusackianum,TRUE
Trianthema cypseleoides (Fenzl) Benth.,Trianthema cypseleoides,TRUE
Trianthema glossostigmum F.Muell.,Trianthema glossostigmum,TRUE
Trianthema kimberleyi Bittrich & K.M.Jenssen,Trianthema kimberleyi,TRUE
Trianthema megaspermum A.M.Prescott,Trianthema megaspermum,TRUE
Trianthema oxycalyptrum F.Muell.,Trianthema oxycalyptrum,TRUE
Trianthema patellitectum A.M.Prescott,Trianthema patellitectum,TRUE
Trianthema pilosum F.Muell.,Trianthema pilosum,TRUE
Trianthema portulacastrum L.,Trianthema portulacastrum,FALSE
Trianthema rhynchocalyptrum F.Muell.,Trianthema rhynchocalyptrum,TRUE
Trianthema triquetrum Willd.,Trianthema triquetrum,TRUE
Trianthema turgidifolium F.Muell.,Trianthema turgidifolium,TRUE
Zaleya galericulata (Melville) H.Eichler,Zaleya galericulata,TRUE
Achyranthes arborescens R.Br.,Achyranthes arborescens,TRUE
Achyranthes aspera L.,Achyranthes aspera,TRUE
Achyranthes bidentata Blume,Achyranthes bidentata,TRUE
Achyranthes margaretarum de Lange,Achyranthes margaretarum,TRUE
Aerva javanica (Burm.f.) Juss. ex Schult.,Aerva javanica,FALSE
Aerva lanata (L.) Juss. ex Schult.,Aerva lanata,TRUE
Alternanthera angustifolia R.Br.,Alternanthera angustifolia,TRUE
Alternanthera bettzichiana (Regel) G.Nicholson,Alternanthera bettzichiana,FALSE
Alternanthera brasiliana (L.) Kuntze,Alternanthera brasiliana,FALSE
Alternanthera denticulata R.Br.,Alternanthera denticulata,TRUE
Alternanthera ficoidea (L.) P.Beauv.,Alternanthera ficoidea,TRUE
Alternanthera nahui Heenan & de Lange,Alternanthera nahui,TRUE
Alternanthera nana R.Br.,Alternanthera nana,TRUE
Alternanthera nodiflora R.Br.,Alternanthera nodiflora,TRUE
Alternanthera philoxeroides (Mart.) Griseb.,Alternanthera philoxeroides,FALSE
Alternanthera pungens Kunth,Alternanthera pungens,FALSE
Alternanthera sessilis (L.) R.Br. ex DC.,Alternanthera sessilis,FALSE
Amaranthus albus L.,Amaranthus albus,FALSE
Amaranthus blitum L.,Amaranthus blitum,FALSE
Amaranthus caudatus L.,Amaranthus caudatus,FALSE
Amaranthus centralis J.Palmer & Mowatt,Amaranthus centralis,TRUE
Amaranthus clementii Domin,Amaranthus clementii,TRUE
Amaranthus cochleitepalus Domin,Amaranthus cochleitepalus,TRUE
Amaranthus cruentus L.,Amaranthus cruentus,FALSE
Amaranthus cuspidifolius Domin,Amaranthus cuspidifolius,TRUE
Amaranthus deflexus L.,Amaranthus deflexus,FALSE
Amaranthus dubius Mart. ex Thell.,Amaranthus dubius,FALSE
Amaranthus graecizans L.,Amaranthus graecizans,FALSE
Amaranthus grandiflorus (J.M.Black) J.M.Black,Amaranthus grandiflorus,TRUE
Amaranthus hybridus L.,Amaranthus hybridus,FALSE
Amaranthus induratus C.A.Gardner ex J.Palmer & Mowatt,Amaranthus induratus,TRUE
Amaranthus interruptus R.Br.,Amaranthus interruptus,TRUE
Amaranthus macrocarpus Benth.,Amaranthus macrocarpus,TRUE
Amaranthus mitchellii Benth.,Amaranthus mitchellii,TRUE
Amaranthus muricatus (Moq.) Hieron.,Amaranthus muricatus,FALSE
Amaranthus powellii S.Watson,Amaranthus powellii,FALSE
Amaranthus quitensis Kunth,Amaranthus quitensis,FALSE
Amaranthus retroflexus L.,Amaranthus retroflexus,FALSE
Amaranthus rhombeus R.Br.,Amaranthus rhombeus,TRUE
Amaranthus spinosus L.,Amaranthus spinosus,FALSE
Amaranthus tricolor L.,Amaranthus tricolor,FALSE
Amaranthus undulatus R.Br.,Amaranthus undulatus,TRUE
Amaranthus viridis L.,Amaranthus viridis,FALSE
Celosia argentea L.,Celosia argentea,TRUE
Celosia elegantissima Hauman,Celosia elegantissima,FALSE
Cyathula prostrata (L.) Blume,Cyathula prostrata,FALSE
Deeringia amaranthoides (Lam.) Merr.,Deeringia amaranthoides,TRUE
Deeringia arborescens (R.Br.) Druce,Deeringia arborescens,TRUE
Froelichia floridana (Nutt.) Moq.,Froelichia floridana,FALSE
Froelichia gracilis (Hook.) Moq.,Froelichia gracilis,FALSE
Gomphrena affinis F.Muell. ex Benth.,Gomphrena affinis,TRUE
Gomphrena arida J.Palmer,Gomphrena arida,TRUE
Gomphrena atrorubra J.Palmer,Gomphrena atrorubra,TRUE
Gomphrena brachystylis F.Muell.,Gomphrena brachystylis,TRUE
Gomphrena breviflora F.Muell.,Gomphrena breviflora,TRUE
Gomphrena canescens R.Br.,Gomphrena canescens,TRUE
Gomphrena celosioides Mart.,Gomphrena celosioides,FALSE
Gomphrena conferta Benth.,Gomphrena conferta,TRUE
Gomphrena conica (R.Br.) Spreng.,Gomphrena conica,TRUE
Gomphrena connata J.Palmer,Gomphrena connata,TRUE
Gomphrena cucullata J.Palmer,Gomphrena cucullata,TRUE
Gomphrena cunninghamii (Moq.) Druce,Gomphrena cunninghamii,TRUE
Gomphrena diffusa (R.Br.) Spreng.,Gomphrena diffusa,TRUE
Gomphrena eichleri J.Palmer,Gomphrena eichleri,TRUE
Gomphrena flaccida R.Br.,Gomphrena flaccida,TRUE
Gomphrena floribunda J.Palmer,Gomphrena floribunda,TRUE
Gomphrena globosa L.,Gomphrena globosa,FALSE
Gomphrena humifusa J.Palmer,Gomphrena humifusa,TRUE
Gomphrena humilis R.Br.,Gomphrena humilis,TRUE
Gomphrena involucrata Ewart,Gomphrena involucrata,TRUE
Gomphrena kanisii J.Palmer,Gomphrena kanisii,TRUE
Gomphrena lacinulata J.Palmer,Gomphrena lacinulata,TRUE
Gomphrena lanata R.Br.,Gomphrena lanata,TRUE
Gomphrena leontopodioides Domin,Gomphrena leontopodioides,TRUE
Gomphrena leptoclada Benth.,Gomphrena leptoclada,TRUE
Gomphrena leptophylla (Benth.) J.Palmer,Gomphrena leptophylla,TRUE
Gomphrena magentitepala J.Palmer,Gomphrena magentitepala,TRUE
Gomphrena occulta J.Palmer,Gomphrena occulta,TRUE
Gomphrena parviflora Benth.,Gomphrena parviflora,TRUE
Gomphrena pusilla Benth.,Gomphrena pusilla,TRUE
Gomphrena rosula J.Palmer,Gomphrena rosula,TRUE
Gomphrena sordida Farmar,Gomphrena sordida,TRUE
Gomphrena splendida R.L.Barrett & J.Palmer,Gomphrena splendida,TRUE
Gomphrena tenella (Moq.) Benth.,Gomphrena tenella,TRUE
Guilleminea densa (Humb. & Bonpl. ex Schult.) Moq.,Guilleminea densa,FALSE
Hemichroa pentandra R.Br.,Hemichroa pentandra,TRUE
Kelita uncinella A.R.Bean,Kelita uncinella,TRUE
Nyssanthes diffusa R.Br.,Nyssanthes diffusa,TRUE
Nyssanthes erecta R.Br.,Nyssanthes erecta,TRUE
Nyssanthes impervia A.R.Bean,Nyssanthes impervia,TRUE
Nyssanthes longistyla C.H.Mill.,Nyssanthes longistyla,TRUE
Omegandra kanisii G.J.Leach & C.C.Towns.,Omegandra kanisii,TRUE
Ptilotus aervoides (F.Muell.) F.Muell.,Ptilotus aervoides,TRUE
Ptilotus albidus (C.A.Gardner) Benl,Ptilotus albidus,TRUE
Ptilotus alexandri Benl,Ptilotus alexandri,TRUE
Ptilotus andersonii R.W.Davis,Ptilotus andersonii,TRUE
Ptilotus aphyllus Benl,Ptilotus aphyllus,TRUE
Ptilotus appendiculatus Benl,Ptilotus appendiculatus,TRUE
Ptilotus aristatus Benl,Ptilotus aristatus,TRUE
Ptilotus arthrolasius F.Muell.,Ptilotus arthrolasius,TRUE
Ptilotus astrolasius F.Muell.,Ptilotus astrolasius,TRUE
Ptilotus auriculifolius (A.Cunn. ex Moq.) F.Muell.,Ptilotus auriculifolius,TRUE
Ptilotus axillaris (F.Muell. ex Benth.) F.Muell.,Ptilotus axillaris,TRUE
Ptilotus barkeri Benl,Ptilotus barkeri,TRUE
Ptilotus beardii Benl,Ptilotus beardii,TRUE
Ptilotus beckerianus (F.Muell.) F.Muell. ex J.M.Black,Ptilotus beckerianus,TRUE
Ptilotus blackii Benl,Ptilotus blackii,TRUE
Ptilotus brachyanthus (F.Muell. ex Benth.) F.Muell.,Ptilotus brachyanthus,TRUE
Ptilotus caespitulosus F.Muell.,Ptilotus caespitulosus,TRUE
Ptilotus calostachyus F.Muell.,Ptilotus calostachyus,TRUE
Ptilotus capensis (Benl) A.R.Bean,Ptilotus capensis,TRUE
Ptilotus capitatus (F.Muell.) C.A.Gardner,Ptilotus capitatus,TRUE
Ptilotus carinatus Benl,Ptilotus carinatus,TRUE
Ptilotus carlsonii F.Muell.,Ptilotus carlsonii,TRUE
Ptilotus chamaecladus Diels,Ptilotus chamaecladus,TRUE
Ptilotus chippendalei Benl,Ptilotus chippendalei,TRUE
Ptilotus chortophytus (Diels) Schinz,Ptilotus chortophytus,TRUE
Ptilotus chrysocomus R.W.Davis,Ptilotus chrysocomus,TRUE
Ptilotus clementii (Farmar) Benl,Ptilotus clementii,TRUE
Ptilotus clivicola R.W.Davis & T.Hammer,Ptilotus clivicola,TRUE
Ptilotus comatus Benl,Ptilotus comatus,TRUE
Ptilotus conicus R.Br.,Ptilotus conicus,TRUE
Ptilotus corymbosus R.Br.,Ptilotus corymbosus,TRUE
Ptilotus crispus Benl,Ptilotus crispus,TRUE
Ptilotus crosslandii (F.Muell.) Benl,Ptilotus crosslandii,TRUE
Ptilotus daphne Lally,Ptilotus daphne,TRUE
Ptilotus decalvatus Benl,Ptilotus decalvatus,TRUE
Ptilotus decipiens (Benth.) C.A.Gardner,Ptilotus decipiens,TRUE
Ptilotus declinatus Nees,Ptilotus declinatus,TRUE
Ptilotus disparilis Lally,Ptilotus disparilis,TRUE
Ptilotus dissitiflorus (F.Muell.) F.Muell.,Ptilotus dissitiflorus,TRUE
Ptilotus distans (R.Br.) Poir.,Ptilotus distans,TRUE
Ptilotus divaricatus (Gaudich.) F.Muell.,Ptilotus divaricatus,TRUE
Ptilotus drummondii (Moq.) F.Muell.,Ptilotus drummondii,TRUE
Ptilotus eriotrichus (W.Fitzg. ex Ewart & Jean White) P.S.Short,Ptilotus eriotrichus,TRUE
Ptilotus erubescens Schltdl.,Ptilotus erubescens,TRUE
Ptilotus esquamatus (Benth.) F.Muell.,Ptilotus esquamatus,TRUE
Ptilotus exiliflorus R.W.Davis,Ptilotus exiliflorus,TRUE
Ptilotus extenuatus Benl,Ptilotus extenuatus,TRUE
Ptilotus falcatus R.W.Davis & T.Hammer,Ptilotus falcatus,TRUE
Ptilotus fasciculatus W.Fitzg.,Ptilotus fasciculatus,TRUE
Ptilotus fusiformis (R.Br.) Poir.,Ptilotus fusiformis,TRUE
Ptilotus gardneri Benl,Ptilotus gardneri,TRUE
Ptilotus gaudichaudii (Steud.) J.M.Black,Ptilotus gaudichaudii,TRUE
Ptilotus giganteus (A.Cunn. ex Moq.) R.W.Davis & R.Butcher,Ptilotus giganteus,TRUE
Ptilotus gomphrenoides F.Muell. ex Benth.,Ptilotus gomphrenoides,TRUE
Ptilotus grandiflorus F.Muell.,Ptilotus grandiflorus,TRUE
Ptilotus halophilus R.W.Davis,Ptilotus halophilus,TRUE
Ptilotus helichrysoides (F.Muell.) F.Muell.,Ptilotus helichrysoides,TRUE
Ptilotus helipteroides (F.Muell.) F.Muell.,Ptilotus helipteroides,TRUE
Ptilotus holosericeus (Moq.) F.Muell.,Ptilotus holosericeus,TRUE
Ptilotus humilis (Nees) F.Muell.,Ptilotus humilis,TRUE
Ptilotus incanus (R.Br.) Poir.,Ptilotus incanus,TRUE
Ptilotus indivisus Benl,Ptilotus indivisus,TRUE
Ptilotus johnstonianus W.Fitzg.,Ptilotus johnstonianus,TRUE
Ptilotus kenneallyanus Benl,Ptilotus kenneallyanus,TRUE
Ptilotus lanatus A.Cunn. ex Moq.,Ptilotus lanatus,TRUE
Ptilotus latifolius R.Br.,Ptilotus latifolius,TRUE
Ptilotus lazaridis Benl,Ptilotus lazaridis,TRUE
Ptilotus leucocoma (Moq.) F.Muell.,Ptilotus leucocoma,TRUE
Ptilotus lophotrichus Benl,Ptilotus lophotrichus,TRUE
Ptilotus luteolus (Benl & H.Eichler) R.W.Davis,Ptilotus luteolus,TRUE
Ptilotus maconochiei Benl,Ptilotus maconochiei,TRUE
Ptilotus macrocephalus (R.Br.) Poir.,Ptilotus macrocephalus,TRUE
Ptilotus manglesii (Lindl.) F.Muell.,Ptilotus manglesii,TRUE
Ptilotus marduguru Benl,Ptilotus marduguru,TRUE
Ptilotus mitchellii Benl,Ptilotus mitchellii,TRUE
Ptilotus mollis Benl,Ptilotus mollis,TRUE
Ptilotus murrayi F.Muell.,Ptilotus murrayi,TRUE
Ptilotus nobilis (Lindl.) F.Muell.,Ptilotus nobilis,TRUE
Ptilotus obovatus (Gaudich.) F.Muell.,Ptilotus obovatus,TRUE
Ptilotus parvifolius (F.Muell.) F.Muell.,Ptilotus parvifolius,TRUE
Ptilotus pedleyanus Benl & H.Eichler,Ptilotus pedleyanus,TRUE
Ptilotus petiolatus Farmar,Ptilotus petiolatus,TRUE
Ptilotus polakii F.Muell.,Ptilotus polakii,TRUE
Ptilotus polystachyus (Gaudich.) F.Muell.,Ptilotus polystachyus,TRUE
Ptilotus procumbens Benl,Ptilotus procumbens,TRUE
Ptilotus propinquus Lally,Ptilotus propinquus,TRUE
Ptilotus pseudohelipteroides Benl,Ptilotus pseudohelipteroides,TRUE
Ptilotus pyramidatus (Moq.) F.Muell.,Ptilotus pyramidatus,TRUE
Ptilotus remotiflorus Benl,Ptilotus remotiflorus,TRUE
Ptilotus rigidus Lally,Ptilotus rigidus,TRUE
Ptilotus robynsianus Benl,Ptilotus robynsianus,TRUE
Ptilotus roei (F.Muell. ex Benth.) F.Muell.,Ptilotus roei,TRUE
Ptilotus rotundatus Benl,Ptilotus rotundatus,TRUE
Ptilotus rotundifolius (F.Muell.) F.Muell.,Ptilotus rotundifolius,TRUE
Ptilotus royceanus Benl,Ptilotus royceanus,TRUE
Ptilotus schwartzii (F.Muell.) Tate,Ptilotus schwartzii,TRUE
Ptilotus seminudus (J.M.Black) J.M.Black,Ptilotus seminudus,TRUE
Ptilotus senarius A.R.Bean,Ptilotus senarius,TRUE
Ptilotus sericostachyus (Nees) F.Muell.,Ptilotus sericostachyus,TRUE
Ptilotus sessilifolius (Lindl.) Benl,Ptilotus sessilifolius,TRUE
Ptilotus spathulatus (R.Br.) Poir.,Ptilotus spathulatus,TRUE
Ptilotus spicatus F.Muell. ex Benth.,Ptilotus spicatus,TRUE
Ptilotus stipitatus Benl,Ptilotus stipitatus,TRUE
Ptilotus stirlingii (Lindl.) F.Muell.,Ptilotus stirlingii,TRUE
Ptilotus subspinescens R.W.Davis,Ptilotus subspinescens,TRUE
Ptilotus symonii Benl,Ptilotus symonii,TRUE
Ptilotus tetrandrus Benl,Ptilotus tetrandrus,TRUE
Ptilotus trichocephalus Benl,Ptilotus trichocephalus,TRUE
Ptilotus villosiflorus F.Muell.,Ptilotus villosiflorus,TRUE
Ptilotus whitei (J.M.Black) Lally,Ptilotus whitei,TRUE
Ptilotus wilsonii Benl,Ptilotus wilsonii,TRUE
Pupalia lappacea (L.) A.Juss.,Pupalia lappacea,TRUE
Pupalia micrantha Hauman,Pupalia micrantha,TRUE
Surreya diandra (R.Br.) R.Masson & G.Kadereit,Surreya diandra,TRUE
Surreya mesembryanthema (F.Muell.) R.Masson & G.Kadereit,Surreya mesembryanthema,TRUE
Balanophora abbreviata Blume,Balanophora abbreviata,TRUE
Balanophora fungosa J.R.Forst. & G.Forst.,Balanophora fungosa,TRUE
Anredera cordifolia (Ten.) Steenis,Anredera cordifolia,FALSE
Basella alba L.,Basella alba,FALSE
Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus,FALSE
Austrocylindropuntia cylindrica (Lam.) Backeb.,Austrocylindropuntia cylindrica,FALSE
Austrocylindropuntia subulata (Muehlenpf.) Backeb.,Austrocylindropuntia subulata,FALSE
Cereus uruguayanus R.Kiesling,Cereus uruguayanus,FALSE
Cylindropuntia fulgida (Engelm.) F.M.Knuth,Cylindropuntia fulgida,FALSE
Cylindropuntia imbricata (Haw.) F.M.Knuth,Cylindropuntia imbricata,FALSE
Cylindropuntia kleiniae (DC.) F.M.Knuth,Cylindropuntia kleiniae,FALSE
Cylindropuntia leptocaulis (DC.) F.M.Knuth,Cylindropuntia leptocaulis,FALSE
Cylindropuntia pallida (Rose) F.M.Knuth,Cylindropuntia pallida,FALSE
Cylindropuntia prolifera (Engelm.) F.M.Knuth,Cylindropuntia prolifera,FALSE
Cylindropuntia spinosior (Engelm.) F.M.Knuth,Cylindropuntia spinosior,FALSE
Cylindropuntia tunicata (Lehm.) F.M.Knuth,Cylindropuntia tunicata,FALSE
Echinopsis oxygona (Link) Zucc. ex Pfeiff.,Echinopsis oxygona,FALSE
Epiphyllum phyllanthus (L.) Haw.,Epiphyllum phyllanthus,FALSE
Harrisia martinii (Labour.) Britton,Harrisia martinii,FALSE
Harrisia regelii (Weing.) Borg,Harrisia regelii,FALSE
Harrisia tortuosa (J.Forbes ex Otto & A.Dietr.) Britton & Rose,Harrisia tortuosa,FALSE
Hylocereus undatus (Haw.) Britton & Rose,Hylocereus undatus,FALSE
Opuntia aurantiaca Lindl.,Opuntia aurantiaca,FALSE
Opuntia dejecta Salm-Dyck,Opuntia dejecta,FALSE
Opuntia dillenii (Ker Gawl.) Haw.,Opuntia dillenii,FALSE
Opuntia elata Link & Otto ex Salm-Dyck,Opuntia elata,FALSE
Opuntia elatior Mill.,Opuntia elatior,FALSE
Opuntia engelmannii Salm-Dyck ex Engelm.,Opuntia engelmannii,FALSE
Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica,FALSE
Opuntia humifusa (Raf.) Raf.,Opuntia humifusa,FALSE
Opuntia leucotricha DC.,Opuntia leucotricha,FALSE
Opuntia linguiformis Griffiths,Opuntia linguiformis,FALSE
Opuntia microdasys (Lehm.) Pfeiff.,Opuntia microdasys,FALSE
Opuntia monacantha Haw.,Opuntia monacantha,FALSE
Opuntia polyacantha Haw.,Opuntia polyacantha,FALSE
Opuntia puberula Pfeiff.,Opuntia puberula,FALSE
Opuntia robusta J.C.Wendl. ex Pfeiff.,Opuntia robusta,FALSE
Opuntia schickendantzii F.A.C.Weber,Opuntia schickendantzii,FALSE
Opuntia streptacantha Lem.,Opuntia streptacantha,FALSE
Opuntia stricta (Haw.) Haw.,Opuntia stricta,FALSE
Opuntia sulphurea Gillies ex Salm-Dyck,Opuntia sulphurea,FALSE
Opuntia tomentosa Salm-Dyck,Opuntia tomentosa,FALSE
Peniocereus serpentinus (Lag. & Rodr.) N.P.Taylor,Peniocereus serpentinus,FALSE
Pereskia aculeata Mill.,Pereskia aculeata,FALSE
Selenicereus macdonaldiae (Hook.) Britton & Rose,Selenicereus macdonaldiae,FALSE
Agrostemma githago L.,Agrostemma githago,FALSE
Arenaria leptoclados (Rchb.) Guss.,Arenaria leptoclados,FALSE
Arenaria serpyllifolia L.,Arenaria serpyllifolia,FALSE
Cerastium balearicum F.Herm.,Cerastium balearicum,FALSE
Cerastium comatum Desv.,Cerastium comatum,FALSE
Cerastium diffusum Pers.,Cerastium diffusum,FALSE
Cerastium fontanum Baumg.,Cerastium fontanum,FALSE
Cerastium glomeratum Thuill.,Cerastium glomeratum,FALSE
Cerastium pumilum Curtis,Cerastium pumilum,FALSE
Cerastium semidecandrum L.,Cerastium semidecandrum,FALSE
Cerastium vulgare Hartm.,Cerastium vulgare,FALSE
Colobanthus affinis (Hook.) Hook.f.,Colobanthus affinis,TRUE
Colobanthus apetalus (Labill.) Druce,Colobanthus apetalus,TRUE
Colobanthus curtisiae J.G.West,Colobanthus curtisiae,TRUE
Colobanthus kerguelensis Hook.f.,Colobanthus kerguelensis,TRUE
Colobanthus muscoides Hook.f.,Colobanthus muscoides,TRUE
Colobanthus nivicola M.Gray,Colobanthus nivicola,TRUE
Colobanthus pulvinatus F.Muell.,Colobanthus pulvinatus,TRUE
Corrigiola litoralis L.,Corrigiola litoralis,FALSE
Dianthus armeria L.,Dianthus armeria,FALSE
Dianthus barbatus L.,Dianthus barbatus,FALSE
Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,FALSE
Gypsophila paniculata L.,Gypsophila paniculata,FALSE
Gypsophila tubulosa (Jaub. & Spach) Boiss.,Gypsophila tubulosa,FALSE
Herniaria cinerea DC.,Herniaria cinerea,FALSE
Holosteum umbellatum L.,Holosteum umbellatum,FALSE
Illecebrum verticillatum L.,Illecebrum verticillatum,FALSE
Minuartia mediterranea (Ledeb. ex Link) K.Maly,Minuartia mediterranea,FALSE
"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb.",Moenchia erecta,FALSE
Paronychia argentea Lam.,Paronychia argentea,FALSE
Paronychia brasiliana DC.,Paronychia brasiliana,FALSE
Paronychia franciscana Eastw.,Paronychia franciscana,FALSE
Petrorhagia dubia (Raf.) G.Lopez & Romo,Petrorhagia dubia,FALSE
Petrorhagia nanteuilii (Burnat) P.W.Ball & Heywood,Petrorhagia nanteuilii,FALSE
Polycarpaea arida Pedley,Polycarpaea arida,TRUE
Polycarpaea breviflora F.Muell.,Polycarpaea breviflora,TRUE
Polycarpaea corymbosa (L.) Lam.,Polycarpaea corymbosa,TRUE
Polycarpaea holtzei Maiden & Betche,Polycarpaea holtzei,TRUE
Polycarpaea incana Cowie,Polycarpaea incana,TRUE
Polycarpaea involucrata F.Muell.,Polycarpaea involucrata,TRUE
Polycarpaea longiflora F.Muell.,Polycarpaea longiflora,TRUE
Polycarpaea microceps Cowie,Polycarpaea microceps,TRUE
Polycarpaea multicaulis Cowie,Polycarpaea multicaulis,TRUE
Polycarpaea spirostylis F.Muell.,Polycarpaea spirostylis,TRUE
Polycarpaea staminodina F.Muell.,Polycarpaea staminodina,TRUE
Polycarpaea tenax Cowie,Polycarpaea tenax,TRUE
Polycarpaea umbrosa R.L.Barrett,Polycarpaea umbrosa,TRUE
Polycarpaea violacea (Mart.) Benth.,Polycarpaea violacea,TRUE
Polycarpon prostratum (Forssk.) Asch. & Schweinf. ex Asch.,Polycarpon prostratum,FALSE
Polycarpon tetraphyllum (L.) L.,Polycarpon tetraphyllum,FALSE
Sagina apetala Ard.,Sagina apetala,FALSE
Sagina diemensis L.G.Adams,Sagina diemensis,TRUE
Sagina maritima Don,Sagina maritima,TRUE
Sagina namadgi L.G.Adams,Sagina namadgi,TRUE
Sagina procumbens L.,Sagina procumbens,FALSE
Saponaria calabrica Guss.,Saponaria calabrica,FALSE
Saponaria officinalis L.,Saponaria officinalis,FALSE
Scleranthus annuus L.,Scleranthus annuus,FALSE
Scleranthus biflorus (J.R.Forst. & G.Forst.) Hook.f.,Scleranthus biflorus,TRUE
Scleranthus brockiei P.A.Will.,Scleranthus brockiei,TRUE
Scleranthus diander R.Br.,Scleranthus diander,TRUE
Scleranthus fasciculatus (R.Br.) Hook.f.,Scleranthus fasciculatus,TRUE
Scleranthus minusculus F.Muell.,Scleranthus minusculus,TRUE
Scleranthus pungens R.Br.,Scleranthus pungens,TRUE
Scleranthus singuliflorus (F.Muell.) Mattf.,Scleranthus singuliflorus,TRUE
Silene aegyptiaca (L.) L.f.,Silene aegyptiaca,FALSE
Silene apetala Willd.,Silene apetala,FALSE
Silene armeria L.,Silene armeria,FALSE
Silene chalcedonica (L.) E.H.L.Krause,Silene chalcedonica,FALSE
Silene coeli-rosa (L.) Godr.,Silene coeli-rosa,FALSE
Silene conica L.,Silene conica,FALSE
Silene coronaria (L.) Clairv.,Silene coronaria,FALSE
Silene dichotoma Ehrh.,Silene dichotoma,FALSE
Silene dioica (L.) Clairv.,Silene dioica,FALSE
Silene gallica L.,Silene gallica,FALSE
Silene latifolia Poir.,Silene latifolia,FALSE
Silene longicaulis Pourr. ex Lag.,Silene longicaulis,FALSE
Silene noctiflora L.,Silene noctiflora,FALSE
Silene nocturna L.,Silene nocturna,FALSE
Silene pendula L.,Silene pendula,FALSE
Silene pseudoatocion Desf.,Silene pseudoatocion,FALSE
Silene tridentata Desf.,Silene tridentata,FALSE
Silene uniflora Roth,Silene uniflora,FALSE
Silene vulgaris (Moench) Garcke,Silene vulgaris,FALSE
Spergula arvensis L.,Spergula arvensis,FALSE
Spergula pentandra L.,Spergula pentandra,FALSE
Spergularia bocconei (Scheele) Graebn.,Spergularia bocconei,FALSE
Spergularia brevifolia (Bartl.) Walp.,Spergularia brevifolia,TRUE
Spergularia diandra (Guss.) Heldr.,Spergularia diandra,FALSE
Spergularia diandroides L.G.Adams,Spergularia diandroides,TRUE
Spergularia levis Cambess.,Spergularia levis,FALSE
Spergularia marina (L.) Besser,Spergularia marina,TRUE
Spergularia media (L.) C.Presl,Spergularia media,FALSE
Spergularia nesophila L.G.Adams,Spergularia nesophila,TRUE
Spergularia rubra (L.) J.Presl & C.Presl,Spergularia rubra,FALSE
Spergularia tasmanica (Kindb.) L.G.Adams,Spergularia tasmanica,TRUE
Spergularia villosa (Pers.) Cambess.,Spergularia villosa,TRUE
Stellaria angustifolia Hook.,Stellaria angustifolia,TRUE
Stellaria filiformis (Benth.) Mattf.,Stellaria filiformis,TRUE
Stellaria flaccida Hook.,Stellaria flaccida,TRUE
Stellaria graminea L.,Stellaria graminea,FALSE
Stellaria leptoclada (Benth.) C.H.Mill. & J.G.West,Stellaria leptoclada,TRUE
Stellaria media (L.) Vill.,Stellaria media,FALSE
Stellaria multiflora Hook.,Stellaria multiflora,TRUE
Stellaria pallida (Dumort.) Crep.,Stellaria pallida,FALSE
Stellaria papillata C.H.Mill. & J.G.West,Stellaria papillata,TRUE
Stellaria parviflora Banks & Sol. ex Hook.f.,Stellaria parviflora,TRUE
Stellaria pungens Brongn.,Stellaria pungens,TRUE
Vaccaria hispanica (Mill.) Rauschert,Vaccaria hispanica,FALSE
Atriplex acutibractea R.H.Anderson,Atriplex acutibractea,TRUE
Atriplex acutiloba R.H.Anderson,Atriplex acutiloba,TRUE
